ENSG00000000003.1	gene_1
ENSG00000179151.2	gene_17300
ENSG00000179151.3	gene_17301
ENSG00000179152.1	gene_17302
ENSG00000179163.1	gene_17303
ENSG00000179165.1	gene_17304
ENSG00000179168.1	gene_17305
ENSG00000179178.1	gene_17306
ENSG00000179195.1	gene_17307
ENSG00000179213.1	gene_17308
ENSG00000179218.1	gene_17309
ENSG00000179222.1	gene_17310
ENSG00000179240.1	gene_17311
ENSG00000179240.2	gene_17312
ENSG00000179241.1	gene_17313
ENSG00000179242.1	gene_17314
ENSG00000179256.1	gene_17315
ENSG00000179262.1	gene_17316
ENSG00000179270.1	gene_17317
ENSG00000179271.1	gene_17318
ENSG00000179284.1	gene_17319
ENSG00000179292.1	gene_17320
ENSG00000179295.1	gene_17321
ENSG00000179299.1	gene_17322
ENSG00000179300.1	gene_17323
ENSG00000179314.1	gene_17324
ENSG00000179331.1	gene_17325
ENSG00000179335.1	gene_17326
ENSG00000179335.2	gene_17327
ENSG00000179335.3	gene_17328
ENSG00000179344.1	gene_17329
ENSG00000179344.2	gene_17330
ENSG00000179344.3	gene_17331
ENSG00000179348.1	gene_17332
ENSG00000179361.1	gene_17333
ENSG00000179364.1	gene_17334
ENSG00000179364.2	gene_17335
ENSG00000179387.1	gene_17336
ENSG00000179388.1	gene_17337
ENSG00000179397.1	gene_17338
ENSG00000179399.1	gene_17339
ENSG00000179403.1	gene_17340
ENSG00000179407.1	gene_17341
ENSG00000179409.1	gene_17342
ENSG00000179431.1	gene_17343
ENSG00000179454.1	gene_17344
ENSG00000179456.1	gene_17345
ENSG00000179468.1	gene_17346
ENSG00000179468.2	gene_17347
ENSG00000179476.1	gene_17348
ENSG00000179477.1	gene_17349
ENSG00000179520.1	gene_17350
ENSG00000179526.1	gene_17351
ENSG00000179528.1	gene_17352
ENSG00000179532.1	gene_17353
ENSG00000179542.1	gene_17354
ENSG00000179546.1	gene_17355
ENSG00000179562.1	gene_17356
ENSG00000179564.1	gene_17357
ENSG00000179580.1	gene_17358
ENSG00000179583.1	gene_17359
ENSG00000179588.1	gene_17360
ENSG00000179598.1	gene_17361
ENSG00000179598.2	gene_17362
ENSG00000179600.1	gene_17363
ENSG00000179603.1	gene_17364
ENSG00000179603.2	gene_17365
ENSG00000179604.1	gene_17366
ENSG00000179626.1	gene_17367
ENSG00000179626.2	gene_17368
ENSG00000179627.1	gene_17369
ENSG00000179630.1	gene_17370
ENSG00000179632.1	gene_17371
ENSG00000179632.2	gene_17372
ENSG00000179639.1	gene_17373
ENSG00000179674.1	gene_17374
ENSG00000179695.1	gene_17375
ENSG00000179695.10	gene_17376
ENSG00000179695.11	gene_17377
ENSG00000179695.12	gene_17378
ENSG00000179695.13	gene_17379
ENSG00000179695.14	gene_17380
ENSG00000179695.15	gene_17381
ENSG00000179695.16	gene_17382
ENSG00000179695.17	gene_17383
ENSG00000179695.18	gene_17384
ENSG00000179695.19	gene_17385
ENSG00000179695.2	gene_17386
ENSG00000179695.20	gene_17387
ENSG00000179695.21	gene_17388
ENSG00000179695.3	gene_17389
ENSG00000179695.4	gene_17390
ENSG00000179695.5	gene_17391
ENSG00000179695.6	gene_17392
ENSG00000179695.7	gene_17393
ENSG00000179695.8	gene_17394
ENSG00000179695.9	gene_17395
ENSG00000179698.1	gene_17396
ENSG00000179709.1	gene_17397
ENSG00000179715.1	gene_17398
ENSG00000179750.1	gene_17399
ENSG00000179750.2	gene_17400
ENSG00000179751.1	gene_17401
ENSG00000179751.2	gene_17402
ENSG00000179751.3	gene_17403
ENSG00000179761.1	gene_17404
ENSG00000179772.1	gene_17405
ENSG00000179774.1	gene_17406
ENSG00000179776.1	gene_17407
ENSG00000179796.1	gene_17408
ENSG00000179813.1	gene_17409
ENSG00000179820.1	gene_17410
ENSG00000179820.2	gene_17411
ENSG00000179832.1	gene_17412
ENSG00000179832.2	gene_17413
ENSG00000179832.3	gene_17414
ENSG00000179832.4	gene_17415
ENSG00000179832.5	gene_17416
ENSG00000179832.6	gene_17417
ENSG00000179833.1	gene_17418
ENSG00000179841.1	gene_17419
ENSG00000179846.1	gene_17420
ENSG00000179855.1	gene_17421
ENSG00000179855.2	gene_17422
ENSG00000179855.3	gene_17423
ENSG00000179859.1	gene_17424
ENSG00000179862.1	gene_17425
ENSG00000179869.1	gene_17426
ENSG00000179869.2	gene_17427
ENSG00000179869.3	gene_17428
ENSG00000179873.1	gene_17429
ENSG00000179886.1	gene_17430
ENSG00000179889.1	gene_17431
ENSG00000179902.1	gene_17432
ENSG00000179909.1	gene_17433
ENSG00000179909.2	gene_17434
ENSG00000179909.3	gene_17435
ENSG00000179909.4	gene_17436
ENSG00000179912.1	gene_17437
ENSG00000179912.2	gene_17438
ENSG00000179912.3	gene_17439
ENSG00000179912.4	gene_17440
ENSG00000179913.1	gene_17441
ENSG00000179915.1	gene_17442
ENSG00000179918.1	gene_17443
ENSG00000179918.2	gene_17444
ENSG00000179918.3	gene_17445
ENSG00000179919.1	gene_17446
ENSG00000179921.1	gene_17447
ENSG00000179922.1	gene_17448
ENSG00000179933.1	gene_17449
ENSG00000179934.1	gene_17450
ENSG00000179941.1	gene_17451
ENSG00000179943.1	gene_17452
ENSG00000179950.1	gene_17453
ENSG00000179950.2	gene_17454
ENSG00000179954.1	gene_17455
ENSG00000179958.1	gene_17456
ENSG00000179958.2	gene_17457
ENSG00000179958.3	gene_17458
ENSG00000179965.1	gene_17459
ENSG00000179965.2	gene_17460
ENSG00000179981.1	gene_17461
ENSG00000179988.1	gene_17462
ENSG00000180008.1	gene_17463
ENSG00000180011.1	gene_17464
ENSG00000180016.1	gene_17465
ENSG00000180016.2	gene_17466
ENSG00000180016.3	gene_17467
ENSG00000180016.4	gene_17468
ENSG00000180016.5	gene_17469
ENSG00000180035.1	gene_17470
ENSG00000180042.1	gene_17471
ENSG00000180043.1	gene_17472
ENSG00000180044.1	gene_17473
ENSG00000180053.1	gene_17474
ENSG00000180061.1	gene_17475
ENSG00000180071.1	gene_17476
ENSG00000180071.2	gene_17477
ENSG00000180071.3	gene_17478
ENSG00000180083.1	gene_17479
ENSG00000180089.1	gene_17480
ENSG00000180089.2	gene_17481
ENSG00000180090.1	gene_17482
ENSG00000180090.2	gene_17483
ENSG00000180090.3	gene_17484
ENSG00000180090.4	gene_17485
ENSG00000180090.5	gene_17486
ENSG00000180090.6	gene_17487
ENSG00000180096.1	gene_17488
ENSG00000180098.1	gene_17489
ENSG00000180104.1	gene_17490
ENSG00000180104.2	gene_17491
ENSG00000180113.1	gene_17492
ENSG00000180116.1	gene_17493
ENSG00000180155.1	gene_17494
ENSG00000180155.2	gene_17495
ENSG00000180176.1	gene_17496
ENSG00000180182.1	gene_17497
ENSG00000180185.1	gene_17498
ENSG00000180190.1	gene_17499
ENSG00000180198.1	gene_17500
ENSG00000180198.2	gene_17501
ENSG00000180205.1	gene_17502
ENSG00000180205.2	gene_17503
ENSG00000180209.1	gene_17504
ENSG00000180210.1	gene_17505
ENSG00000180210.2	gene_17506
ENSG00000180219.1	gene_17507
ENSG00000180219.2	gene_17508
ENSG00000180228.1	gene_17509
ENSG00000180228.2	gene_17510
ENSG00000180233.1	gene_17511
ENSG00000180245.1	gene_17512
ENSG00000180251.1	gene_17513
ENSG00000180263.1	gene_17514
ENSG00000180264.1	gene_17515
ENSG00000180269.1	gene_17516
ENSG00000180287.1	gene_17517
ENSG00000180304.1	gene_17518
ENSG00000180305.1	gene_17519
ENSG00000180305.2	gene_17520
ENSG00000180316.1	gene_17521
ENSG00000180318.1	gene_17522
ENSG00000180329.1	gene_17523
ENSG00000180329.2	gene_17524
ENSG00000180329.3	gene_17525
ENSG00000180332.1	gene_17526
ENSG00000180336.1	gene_17527
ENSG00000180340.1	gene_17528
ENSG00000180346.1	gene_17529
ENSG00000180347.1	gene_17530
ENSG00000180353.1	gene_17531
ENSG00000180354.1	gene_17532
ENSG00000180357.1	gene_17533
ENSG00000180370.1	gene_17534
ENSG00000180376.1	gene_17535
ENSG00000180383.1	gene_17536
ENSG00000180386.1	gene_17537
ENSG00000180386.2	gene_17538
ENSG00000180386.3	gene_17539
ENSG00000180398.1	gene_17540
ENSG00000180423.1	gene_17541
ENSG00000180424.1	gene_17542
ENSG00000180424.2	gene_17543
ENSG00000180425.1	gene_17544
ENSG00000180425.2	gene_17545
ENSG00000180425.3	gene_17546
ENSG00000180432.1	gene_17547
ENSG00000180433.1	gene_17548
ENSG00000180447.1	gene_17549
ENSG00000180448.1	gene_17550
ENSG00000180475.1	gene_17551
ENSG00000180475.2	gene_17552
ENSG00000180475.3	gene_17553
ENSG00000180481.1	gene_17554
ENSG00000180488.1	gene_17555
ENSG00000180509.1	gene_17556
ENSG00000180530.1	gene_17557
ENSG00000180532.1	gene_17558
ENSG00000180532.2	gene_17559
ENSG00000180532.3	gene_17560
ENSG00000180532.4	gene_17561
ENSG00000180532.5	gene_17562
ENSG00000180532.6	gene_17563
ENSG00000180535.1	gene_17564
ENSG00000180537.1	gene_17565
ENSG00000180543.1	gene_17566
ENSG00000180549.1	gene_17567
ENSG00000180592.1	gene_17568
ENSG00000180611.1	gene_17569
ENSG00000180613.1	gene_17570
ENSG00000180616.1	gene_17571
ENSG00000180628.1	gene_17572
ENSG00000180638.1	gene_17573
ENSG00000180644.1	gene_17574
ENSG00000180660.1	gene_17575
ENSG00000180667.1	gene_17576
ENSG00000180694.1	gene_17577
ENSG00000180720.1	gene_17578
ENSG00000180730.1	gene_17579
ENSG00000180739.1	gene_17580
ENSG00000180745.1	gene_17581
ENSG00000180758.1	gene_17582
ENSG00000180767.1	gene_17583
ENSG00000180772.1	gene_17584
ENSG00000180773.1	gene_17585
ENSG00000180776.1	gene_17586
ENSG00000180785.1	gene_17587
ENSG00000180787.1	gene_17588
ENSG00000180801.1	gene_17589
ENSG00000180806.1	gene_17590
ENSG00000180815.1	gene_17591
ENSG00000180817.1	gene_17592
ENSG00000180817.2	gene_17593
ENSG00000180818.1	gene_17594
ENSG00000180822.1	gene_17595
ENSG00000180828.1	gene_17596
ENSG00000180834.1	gene_17597
ENSG00000180871.1	gene_17598
ENSG00000180875.1	gene_17599
ENSG00000180878.1	gene_17600
ENSG00000180879.1	gene_17601
ENSG00000180881.1	gene_17602
ENSG00000180884.1	gene_17603
ENSG00000180884.2	gene_17604
ENSG00000180884.3	gene_17605
ENSG00000180884.4	gene_17606
ENSG00000180891.1	gene_17607
ENSG00000180900.1	gene_17608
ENSG00000180901.1	gene_17609
ENSG00000180902.1	gene_17610
ENSG00000180914.1	gene_17611
ENSG00000180917.1	gene_17612
ENSG00000180919.1	gene_17613
ENSG00000180919.2	gene_17614
ENSG00000180921.1	gene_17615
ENSG00000180929.1	gene_17616
ENSG00000180934.1	gene_17617
ENSG00000180934.2	gene_17618
ENSG00000180934.3	gene_17619
ENSG00000180938.1	gene_17620
ENSG00000180957.1	gene_17621
ENSG00000180964.1	gene_17622
ENSG00000180974.1	gene_17623
ENSG00000180974.2	gene_17624
ENSG00000180979.1	gene_17625
ENSG00000180979.2	gene_17626
ENSG00000180988.1	gene_17627
ENSG00000180988.2	gene_17628
ENSG00000180988.3	gene_17629
ENSG00000180992.1	gene_17630
ENSG00000180992.2	gene_17631
ENSG00000180998.1	gene_17632
ENSG00000180999.1	gene_17633
ENSG00000181004.1	gene_17634
ENSG00000181009.1	gene_17635
ENSG00000181016.1	gene_17636
ENSG00000181017.1	gene_17637
ENSG00000181017.2	gene_17638
ENSG00000181017.3	gene_17639
ENSG00000181019.1	gene_17640
ENSG00000181026.1	gene_17641
ENSG00000181027.1	gene_17642
ENSG00000181029.1	gene_17643
ENSG00000181031.1	gene_17644
ENSG00000181035.1	gene_17645
ENSG00000181036.1	gene_17646
ENSG00000181036.2	gene_17647
ENSG00000181038.1	gene_17648
ENSG00000181045.1	gene_17649
ENSG00000181061.1	gene_17650
ENSG00000181061.2	gene_17651
ENSG00000181072.1	gene_17652
ENSG00000181074.1	gene_17653
ENSG00000181074.2	gene_17654
ENSG00000181074.3	gene_17655
ENSG00000181085.1	gene_17656
ENSG00000181090.1	gene_17657
ENSG00000181092.1	gene_17658
ENSG00000181104.1	gene_17659
ENSG00000181143.1	gene_17660
ENSG00000181163.1	gene_17661
ENSG00000181163.2	gene_17662
ENSG00000181163.3	gene_17663
ENSG00000181163.4	gene_17664
ENSG00000181191.1	gene_17665
ENSG00000181192.1	gene_17666
ENSG00000181195.1	gene_17667
ENSG00000181215.1	gene_17668
ENSG00000181220.1	gene_17669
ENSG00000181222.1	gene_17670
ENSG00000181234.1	gene_17671
ENSG00000181240.1	gene_17672
ENSG00000181264.1	gene_17673
ENSG00000181273.1	gene_17674
ENSG00000181273.2	gene_17675
ENSG00000181274.1	gene_17676
ENSG00000181284.1	gene_17677
ENSG00000181291.1	gene_17678
ENSG00000181315.1	gene_17679
ENSG00000181322.1	gene_17680
ENSG00000181323.1	gene_17681
ENSG00000181333.1	gene_17682
ENSG00000181350.1	gene_17683
ENSG00000181350.2	gene_17684
ENSG00000181371.1	gene_17685
ENSG00000181371.2	gene_17686
ENSG00000181374.1	gene_17687
ENSG00000181378.1	gene_17688
ENSG00000181392.1	gene_17689
ENSG00000181396.1	gene_17690
ENSG00000181404.1	gene_17691
ENSG00000181408.1	gene_17692
ENSG00000181409.1	gene_17693
ENSG00000181409.2	gene_17694
ENSG00000181418.1	gene_17695
ENSG00000181444.1	gene_17696
ENSG00000181449.1	gene_17697
ENSG00000181458.1	gene_17698
ENSG00000181467.1	gene_17699
ENSG00000181472.1	gene_17700
ENSG00000181481.1	gene_17701
ENSG00000181513.1	gene_17702
ENSG00000181523.1	gene_17703
ENSG00000181541.1	gene_17704
ENSG00000181544.1	gene_17705
ENSG00000181544.2	gene_17706
ENSG00000181552.1	gene_17707
ENSG00000181552.2	gene_17708
ENSG00000181552.3	gene_17709
ENSG00000181552.4	gene_17710
ENSG00000181555.1	gene_17711
ENSG00000181588.1	gene_17712
ENSG00000181609.1	gene_17713
ENSG00000181609.2	gene_17714
ENSG00000181609.3	gene_17715
ENSG00000181609.4	gene_17716
ENSG00000181609.5	gene_17717
ENSG00000181609.6	gene_17718
ENSG00000181610.1	gene_17719
ENSG00000181616.1	gene_17720
ENSG00000181616.2	gene_17721
ENSG00000181616.3	gene_17722
ENSG00000181616.4	gene_17723
ENSG00000181617.1	gene_17724
ENSG00000181619.1	gene_17725
ENSG00000181625.1	gene_17726
ENSG00000181625.2	gene_17727
ENSG00000181626.1	gene_17728
ENSG00000181626.2	gene_17729
ENSG00000181626.3	gene_17730
ENSG00000181631.1	gene_17731
ENSG00000181634.1	gene_17732
ENSG00000181649.1	gene_17733
ENSG00000181652.1	gene_17734
ENSG00000181656.1	gene_17735
ENSG00000181690.1	gene_17736
ENSG00000181693.1	gene_17737
ENSG00000181693.2	gene_17738
ENSG00000181698.1	gene_17739
ENSG00000181704.1	gene_17740
ENSG00000181718.1	gene_17741
ENSG00000181718.2	gene_17742
ENSG00000181722.1	gene_17743
ENSG00000181733.1	gene_17744
ENSG00000181744.1	gene_17745
ENSG00000181751.1	gene_17746
ENSG00000181752.1	gene_17747
ENSG00000181754.1	gene_17748
ENSG00000181773.1	gene_17749
ENSG00000181778.1	gene_17750
ENSG00000181781.1	gene_17751
ENSG00000181785.1	gene_17752
ENSG00000181786.1	gene_17753
ENSG00000181788.1	gene_17754
ENSG00000181789.1	gene_17755
ENSG00000181790.1	gene_17756
ENSG00000181803.1	gene_17757
ENSG00000181804.1	gene_17758
ENSG00000181817.1	gene_17759
ENSG00000181826.1	gene_17760
ENSG00000181827.1	gene_17761
ENSG00000181830.1	gene_17762
ENSG00000181847.1	gene_17763
ENSG00000181852.1	gene_17764
ENSG00000181852.2	gene_17765
ENSG00000181856.1	gene_17766
ENSG00000181867.1	gene_17767
ENSG00000181867.2	gene_17768
ENSG00000181867.3	gene_17769
ENSG00000181867.4	gene_17770
ENSG00000181873.1	gene_17771
ENSG00000181885.1	gene_17772
ENSG00000181885.2	gene_17773
ENSG00000181894.1	gene_17774
ENSG00000181903.1	gene_17775
ENSG00000181904.1	gene_17776
ENSG00000181915.1	gene_17777
ENSG00000181924.1	gene_17778
ENSG00000181927.1	gene_17779
ENSG00000181929.1	gene_17780
ENSG00000181938.1	gene_17781
ENSG00000181939.1	gene_17782
ENSG00000181958.1	gene_17783
ENSG00000181958.2	gene_17784
ENSG00000181961.1	gene_17785
ENSG00000181963.1	gene_17786
ENSG00000181963.2	gene_17787
ENSG00000181963.3	gene_17788
ENSG00000181963.4	gene_17789
ENSG00000181965.1	gene_17790
ENSG00000181982.1	gene_17791
ENSG00000181991.1	gene_17792
ENSG00000182004.1	gene_17793
ENSG00000182004.2	gene_17794
ENSG00000182004.3	gene_17795
ENSG00000182010.1	gene_17796
ENSG00000182013.1	gene_17797
ENSG00000182022.1	gene_17798
ENSG00000182035.1	gene_17799
ENSG00000182040.1	gene_17800
ENSG00000182050.1	gene_17801
ENSG00000182050.2	gene_17802
ENSG00000182050.3	gene_17803
ENSG00000182050.4	gene_17804
ENSG00000182054.1	gene_17805
ENSG00000182087.1	gene_17806
ENSG00000182093.1	gene_17807
ENSG00000182095.1	gene_17808
ENSG00000182095.2	gene_17809
ENSG00000182103.1	gene_17810
ENSG00000182107.1	gene_17811
ENSG00000182108.1	gene_17812
ENSG00000182117.1	gene_17813
ENSG00000182118.1	gene_17814
ENSG00000182132.1	gene_17815
ENSG00000182134.1	gene_17816
ENSG00000182149.1	gene_17817
ENSG00000182149.2	gene_17818
ENSG00000182150.1	gene_17819
ENSG00000182154.1	gene_17820
ENSG00000182156.1	gene_17821
ENSG00000182156.2	gene_17822
ENSG00000182158.1	gene_17823
ENSG00000182162.1	gene_17824
ENSG00000182162.2	gene_17825
ENSG00000182168.1	gene_17826
ENSG00000182170.1	gene_17827
ENSG00000182173.1	gene_17828
ENSG00000182175.1	gene_17829
ENSG00000182175.2	gene_17830
ENSG00000182177.1	gene_17831
ENSG00000182179.1	gene_17832
ENSG00000182180.1	gene_17833
ENSG00000182180.2	gene_17834
ENSG00000182183.1	gene_17835
ENSG00000182185.1	gene_17836
ENSG00000182195.1	gene_17837
ENSG00000182196.1	gene_17838
ENSG00000182197.1	gene_17839
ENSG00000182199.1	gene_17840
ENSG00000182208.1	gene_17841
ENSG00000182218.1	gene_17842
ENSG00000182220.1	gene_17843
ENSG00000182220.2	gene_17844
ENSG00000182223.1	gene_17845
ENSG00000182224.1	gene_17846
ENSG00000182240.1	gene_17847
ENSG00000182247.1	gene_17848
ENSG00000182253.1	gene_17849
ENSG00000182255.1	gene_17850
ENSG00000182256.1	gene_17851
ENSG00000182261.1	gene_17852
ENSG00000182263.1	gene_17853
ENSG00000182264.1	gene_17854
ENSG00000182271.1	gene_17855
ENSG00000182272.1	gene_17856
ENSG00000182287.1	gene_17857
ENSG00000182307.1	gene_17858
ENSG00000182310.1	gene_17859
ENSG00000182315.1	gene_17860
ENSG00000182315.2	gene_17861
ENSG00000182318.1	gene_17862
ENSG00000182324.1	gene_17863
ENSG00000182325.1	gene_17864
ENSG00000182326.1	gene_17865
ENSG00000182327.1	gene_17866
ENSG00000182329.1	gene_17867
ENSG00000182330.1	gene_17868
ENSG00000182330.2	gene_17869
ENSG00000182330.3	gene_17870
ENSG00000182330.4	gene_17871
ENSG00000182330.5	gene_17872
ENSG00000182333.1	gene_17873
ENSG00000182334.1	gene_17874
ENSG00000182348.1	gene_17875
ENSG00000182348.2	gene_17876
ENSG00000182359.1	gene_17877
ENSG00000182362.1	gene_17878
ENSG00000182372.1	gene_17879
ENSG00000182378.1	gene_17880
ENSG00000182378.2	gene_17881
ENSG00000182379.1	gene_17882
ENSG00000182389.1	gene_17883
ENSG00000182393.1	gene_17884
ENSG00000182393.2	gene_17885
ENSG00000182400.1	gene_17886
ENSG00000182400.2	gene_17887
ENSG00000182405.1	gene_17888
ENSG00000182405.2	gene_17889
ENSG00000182405.3	gene_17890
ENSG00000182446.1	gene_17891
ENSG00000182447.1	gene_17892
ENSG00000182450.1	gene_17893
ENSG00000182459.1	gene_17894
ENSG00000182463.1	gene_17895
ENSG00000182472.1	gene_17896
ENSG00000182473.1	gene_17897
ENSG00000182481.1	gene_17898
ENSG00000182481.2	gene_17899
ENSG00000182481.3	gene_17900
ENSG00000182481.4	gene_17901
ENSG00000182481.5	gene_17902
ENSG00000182481.6	gene_17903
ENSG00000182481.7	gene_17904
ENSG00000182481.8	gene_17905
ENSG00000182489.1	gene_17906
ENSG00000182492.1	gene_17907
ENSG00000182504.1	gene_17908
ENSG00000182508.1	gene_17909
ENSG00000182511.1	gene_17910
ENSG00000182512.1	gene_17911
ENSG00000182521.1	gene_17912
ENSG00000182533.1	gene_17913
ENSG00000182541.1	gene_17914
ENSG00000182541.2	gene_17915
ENSG00000182544.1	gene_17916
ENSG00000182545.1	gene_17917
ENSG00000182551.1	gene_17918
ENSG00000182552.1	gene_17919
ENSG00000182557.1	gene_17920
ENSG00000182566.1	gene_17921
ENSG00000182568.1	gene_17922
ENSG00000182575.1	gene_17923
ENSG00000182580.1	gene_17924
ENSG00000182585.1	gene_17925
ENSG00000182591.1	gene_17926
ENSG00000182600.1	gene_17927
ENSG00000182601.1	gene_17928
ENSG00000182606.1	gene_17929
ENSG00000182612.1	gene_17930
ENSG00000182621.1	gene_17931
ENSG00000182628.1	gene_17932
ENSG00000182631.1	gene_17933
ENSG00000182636.1	gene_17934
ENSG00000182645.1	gene_17935
ENSG00000182652.1	gene_17936
ENSG00000182667.1	gene_17937
ENSG00000182670.1	gene_17938
ENSG00000182674.1	gene_17939
ENSG00000182676.1	gene_17940
ENSG00000182685.1	gene_17941
ENSG00000182687.1	gene_17942
ENSG00000182698.1	gene_17943
ENSG00000182700.1	gene_17944
ENSG00000182704.1	gene_17945
ENSG00000182712.1	gene_17946
ENSG00000182712.2	gene_17947
ENSG00000182718.1	gene_17948
ENSG00000182718.2	gene_17949
ENSG00000182718.3	gene_17950
ENSG00000182732.1	gene_17951
ENSG00000182742.1	gene_17952
ENSG00000182747.1	gene_17953
ENSG00000182749.1	gene_17954
ENSG00000182752.1	gene_17955
ENSG00000182759.1	gene_17956
ENSG00000182768.1	gene_17957
ENSG00000182768.2	gene_17958
ENSG00000182771.1	gene_17959
ENSG00000182782.1	gene_17960
ENSG00000182791.1	gene_17961
ENSG00000182795.1	gene_17962
ENSG00000182798.1	gene_17963
ENSG00000182798.2	gene_17964
ENSG00000182809.1	gene_17965
ENSG00000182810.1	gene_17966
ENSG00000182816.1	gene_17967
ENSG00000182816.2	gene_17968
ENSG00000182827.1	gene_17969
ENSG00000182831.1	gene_17970
ENSG00000182836.1	gene_17971
ENSG00000182853.1	gene_17972
ENSG00000182854.1	gene_17973
ENSG00000182858.1	gene_17974
ENSG00000182866.1	gene_17975
ENSG00000182870.1	gene_17976
ENSG00000182871.1	gene_17977
ENSG00000182872.1	gene_17978
ENSG00000182885.1	gene_17979
ENSG00000182896.1	gene_17980
ENSG00000182898.1	gene_17981
ENSG00000182899.1	gene_17982
ENSG00000182901.1	gene_17983
ENSG00000182902.1	gene_17984
ENSG00000182916.1	gene_17985
ENSG00000182919.1	gene_17986
ENSG00000182923.1	gene_17987
ENSG00000182934.1	gene_17988
ENSG00000182938.1	gene_17989
ENSG00000182944.1	gene_17990
ENSG00000182944.2	gene_17991
ENSG00000182950.1	gene_17992
ENSG00000182957.1	gene_17993
ENSG00000182963.1	gene_17994
ENSG00000182968.1	gene_17995
ENSG00000182973.1	gene_17996
ENSG00000182979.1	gene_17997
ENSG00000182983.1	gene_17998
ENSG00000182985.1	gene_17999
ENSG00000182993.1	gene_18000
ENSG00000183010.1	gene_18001
ENSG00000183011.1	gene_18002
ENSG00000183018.1	gene_18003
ENSG00000183018.2	gene_18004
ENSG00000183019.1	gene_18005
ENSG00000183020.1	gene_18006
ENSG00000183023.1	gene_18007
ENSG00000183024.1	gene_18008
ENSG00000183024.2	gene_18009
ENSG00000183032.1	gene_18010
ENSG00000183034.1	gene_18011
ENSG00000183035.1	gene_18012
ENSG00000183036.1	gene_18013
ENSG00000183044.1	gene_18014
ENSG00000183048.1	gene_18015
ENSG00000183049.1	gene_18016
ENSG00000183060.1	gene_18017
ENSG00000183066.1	gene_18018
ENSG00000183067.1	gene_18019
ENSG00000183072.1	gene_18020
ENSG00000183077.1	gene_18021
ENSG00000183087.1	gene_18022
ENSG00000183091.1	gene_18023
ENSG00000183092.1	gene_18024
ENSG00000183098.1	gene_18025
ENSG00000183098.2	gene_18026
ENSG00000183111.1	gene_18027
ENSG00000183114.1	gene_18028
